Place_Name,Address,City,Rating,Total_Rati,Latitude,Longitude,Type,Descriptio
Lansing Historical Society and Museum,"115 E Kansas St, Lansing",Lansing,4.6,11,39.2497962,-94.8984463,"museum, point_of_interest, establishment",It was not open.
Wakarusa River Valley Heritage Museum,"716 N 1190 Rd, Lawrence",Lawrence,4.5,31,38.9095241,-95.3699687,"tourist_attraction, museum, point_of_interest, establishment",Excellent history about the small communities in the area.
Oregon and Santa Fe Trailheads,"Riverside Dr, Fort Leavenworth",Fort Leavenworth,4.5,15,39.3557721,-94.9138218,"point_of_interest, establishment",Very well preserved with informative markers. The Mormon Battalion landed here and followed the Santa Fe Trail on the Army's longest march.
Jefferson County Historical Society,"703 Walnut St, Oskaloosa",Oskaloosa,4.4,9,39.2136142,-95.3095744,"museum, tourist_attraction, library, point_of_interest, establishment","For a small few building old west town it is simply AMAZING. The caretakers have put so much amazing museum worthy antiques into each building its worth coming to see.
Please find time to go see it if you are in the area!"
Cystal Springs,"Rd .5, Atwood",Atwood,3.9,10,39.8149466,-101.151884,"point_of_interest, establishment",Is like so scary but is so good
Decatu County Last Indian Raid Museum,"258 S Penn Ave, Oberlin",Oberlin,4.9,28,39.817967,-100.5286887,"museum, tourist_attraction, point_of_interest, establishment",What a great place to visit. Staff are super friendly. Enjoyed learning a bit more Kansas history.
Prairie Museum-Art & History,"1905 S Franklin Ave, Colby",Colby,4.7,160,39.3690406,-101.0449853,"museum, tourist_attraction, point_of_interest, establishment","Great expansive museum of collections and preserved local buildings. Not the best stop on i-70 for a quick activity, one could spend 2 hours here easily. The fick fossil museum is better for a quick stop."
Frontier in Rawlins County,Atwood,Atwood,0.0,0,39.813983,-101.0448115,"point_of_interest, establishment",No description available
Rawlins County Museum,"308 State St, Atwood",Atwood,5.0,8,39.8064127,-101.0429984,"museum, tourist_attraction, point_of_interest, establishment","AMAZING! I spent hours in there. There is so much to see. Do yourself and your kids a favor, go there. I love visiting these small town history museums. You learn a lot of things you never heard in school with evidence to back it up. Square Grand piano.."
Cooper Barn,Colby,Colby,4.6,27,39.3692548,-101.0438679,"museum, tourist_attraction, point_of_interest, establishment",Definitely the best part of the Prairie Art and History Museum. The size of this barn is not believable until you enter the second floor!
Cameron's Colonial,"507 Plumb St, Atwood",Atwood,5.0,6,39.8096376,-101.039919,"tourist_attraction, lodging, travel_agency, real_estate_agency, health, point_of_interest, establishment","Beautiful home with a wonderful host! We reserved the house so that my family could all stay together while we attended my grandfather's funeral. There was more than enough room for all of my sisters, our spouses, and all of our children. The house was f"
Fike Park,Colby,Colby,4.6,172,39.4000358,-101.0446605,"park, point_of_interest, establishment",I drove all this way to find the mini statue of Liberty. The mini Statue of Liberty was put up by the boy scouts of America in the '50s. There are approximately 20 remaining in the state of Kansas. This would be my fourth statue of Liberty that I have vi
Mingo - Oldest Active Geocache in the World,Colby,Colby,4.9,64,39.277916,-100.9436992,"point_of_interest, establishment","The new plaque was stolen, apparently. Still a neat piece of obscure history. Biked through en route from Fort Collins CO to Oakley KS. A minivan pulled up as we were leaving to continue east... this cache must see dozens of daily visitors!"
Cupelo House,"WWQF+M2, Russell Springs",Russell Springs,0.0,0,38.939157,-101.077495,"point_of_interest, establishment",No description available
Butterfield Trail Museum,"515 Hilts Ave, Russell Springs",Russell Springs,4.7,14,38.9123597,-101.1804207,"museum, point_of_interest, establishment",Excellent collection of history for the area. Gorgeous old courthouse! Well worth the stop!
Fort Wallace Museum,"2655 U.S. Hwy 40, Wallace",Wallace,4.7,262,38.9103451,-101.5828513,"museum, point_of_interest, establishment",This was a great stop for my 1 yo and 3 yo. So much they are allowed to touch and explore. They have dinosaurs and trains and butter churners and play horses to ride. It was so much great stuff to learn and so much fun stuff to explore.
Prairie Museum-Art & History,"1905 S Franklin Ave, Colby",Colby,4.7,160,39.3690406,-101.0449853,"museum, tourist_attraction, point_of_interest, establishment","Great expansive museum of collections and preserved local buildings. Not the best stop on i-70 for a quick activity, one could spend 2 hours here easily. The fick fossil museum is better for a quick stop."
"Western Vistas Historic Byway, Kansas","2655 U.S. Hwy 40, Wallace",Wallace,0.0,0,38.9103372,-101.5829642,"tourist_attraction, point_of_interest, establishment",No description available
Fick Fossil & History Museum,"Bertrand Park, 700 W 3rd St, Oakley",Oakley,4.7,221,39.1279519,-100.8616602,"museum, tourist_attraction, point_of_interest, establishment",Really interesting place. Have a number of exhibits on display. There are fossils including a large fossilized fish. There are a number of displays for things like telegraphs military clothing and things of that nature. There's a large fire truck in one
Cooper Barn,Colby,Colby,4.6,27,39.3692548,-101.0438679,"museum, tourist_attraction, point_of_interest, establishment",Definitely the best part of the Prairie Art and History Museum. The size of this barn is not believable until you enter the second floor!
Gove County Historical Museum,"420 5th St, Gove City",Gove City,0.0,0,38.9575696,-100.4833639,"museum, point_of_interest, establishment",No description available
Buffalo Bill Cultural Center,"3083 US-83, Oakley",Oakley,4.6,499,39.1269748,-100.8698706,"tourist_attraction, travel_agency, point_of_interest, establishment","This was a nice stop as we explored the little town of Oakley. Free and open to the public. Outside is a path you can walk up to view the Buffalo Bill statue. Inside features a gift shop, coffee, restrooms, educational displays, and a 10 panel hand paint"
Fort Wallace Post Cemetery,Wallace,Wallace,4.7,10,38.9029021,-101.5595393,"cemetery, point_of_interest, establishment",this  is  where  the  actual  fort  was  located  though  nothing  remains  except  the  cemetery.   A  good  GPS  app  or  a  state atlas  is  recommended  to  find  this  place.  A  more  challenging  place  to  find  but  worth  the  effort.
Fike Park,Colby,Colby,4.6,172,39.4000358,-101.0446605,"park, point_of_interest, establishment",I drove all this way to find the mini statue of Liberty. The mini Statue of Liberty was put up by the boy scouts of America in the '50s. There are approximately 20 remaining in the state of Kansas. This would be my fourth statue of Liberty that I have vi
Historic Philip Houston House B&B,"350 Kansas Ave, Rexford",Rexford,4.6,8,39.4698981,-100.7427046,"lodging, point_of_interest, establishment",This historic home is so beautiful and ornate. The owner knows the entire history of the house and how the original family lived in it. Each room is named after one of the original family members and is furnished with period pieces. This is the perfect p
St. Thomas Historic Residences,"200 S Range Ave, Colby",Colby,1.0,3,39.3930944,-101.0551821,"point_of_interest, establishment",If I could give less than 1 star I would.  This place is not a good place to live.  The property manager is never around and we can't even get ahold of her via phone. We've been told not to contact her unless it's an emergency.  We are no longer allowed
The Memory Bank and Wallace Trading Company,"202 2nd St, Wallace",Wallace,5.0,32,38.9133139,-101.5916122,"cafe, food, home_goods_store, store, point_of_interest, establishment",Fabulous little shop! The owner has excellent taste and an eye for how to style each item well. Reasonable prices too!
Big Ed's,"106 W Bressler, Bird City",Bird City,4.5,381,39.7497704,-101.5332395,"bar, restaurant, food, point_of_interest, establishment","This is really a diamond in the rough. I had a delightful few days visiting in laws in Bird City. Although it?ÇÖs flat, dry, and small, Bird City is hospitable, neighborly, and friendly.

Big Ed?ÇÖs seems to be the social heart of town.  I have never had"
The Logan House,Russell Springs,Russell Springs,5.0,4,38.9129294,-101.1724848,"lodging, point_of_interest, establishment","A solitary piece of Kansas Prairie Americana, harkening the ebbing days of the Indian Wars, the homesteader, and the Westward Ho days of the wagon train. A beautiful place to rest and listen for the voices of the past whispering through the Prairie wind."
Mitchell County Historical Society Museum,"1915 N Independence Ave, Beloit",Beloit,4.8,6,39.4783376,-98.1175449,"museum, tourist_attraction, point_of_interest, establishment",It has moved and has not been updated in Google Maps
Cloud County Historical Museum,"635 Broadway St, Concordia",Concordia,4.9,32,39.5706754,-97.6588463,"tourist_attraction, museum, point_of_interest, establishment",This is really an impressive museum.  You can tell that the efforts of many citizen volunteers went into making this happen.  That is very much to be respected.  It provides a cross-section of the unique way life in the area past and present.
Fort Brooks - Historical Marker,Mulberry,Mulberry,0.0,0,39.5668671,-97.337088,"point_of_interest, establishment",No description available
Talmage Historical Society And Museum,"2978 Main St, Talmage",Talmage,5.0,4,39.0268896,-97.2597982,"museum, library, point_of_interest, establishment",They have great history on the families and heritage of the vicinity. Good place to visit.
Zebulon Pike Monument,Delphos,Delphos,5.0,12,39.2667587,-97.851222,"point_of_interest, establishment",WOW! Such a peaceful place with outstanding views. One of the cliffs is FULL of fossils. A truly great place to go for a learning experience. Also an amazing chance to witness some of the natural beauty of Kansas
The Flag Our Fathers Saved,"R9MW+MW, Salina",Salina,3.0,1,38.8341622,-97.6026792,"point_of_interest, establishment",Thought  this  deserved a  photograph  to  prove it  actually  exists. Easy  to  miss  historical  monument.
